Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM13,OUT045,2002.110349
DRL60,OUT013,2002.621225
FDU34,OUT046,2003.380475
FDZ57,OUT045,2004.901366
FDF26,OUT013,2005.034395
FDY22,OUT045,2006.126903
FDF14,OUT013,2007.241931
FDU52,OUT013,2007.317648
FDJ07,OUT046,2007.828538
FDU48,OUT045,2007.945676
NCC06,OUT045,2009.915105
FDW01,OUT017,2010.898011
FDE34,OUT019,2011.918
NCS05,OUT035,2012.398561
FDP37,OUT049,2014.223079
FDV23,OUT049,2014.484253
DRG03,OUT017,2014.962419
NCQ30,OUT046,2015.518715
FDE02,OUT018,2016.862463
FDR46,OUT035,2017.300809
FDX24,OUT018,2017.569256
FDR37,OUT019,2017.61272
NCN42,OUT017,2017.62708
NCW29,OUT045,2017.900636
DRF01,OUT045,2018.371162
FDN60,OUT013,2018.39328
FDF10,OUT035,2018.851366
FDE50,OUT019,2020.79699
FDM34,OUT035,2020.842894
FDH57,OUT045,2022.205508
FDV16,OUT027,2022.44714
NCP54,OUT046,2023.671761
NCB42,OUT049,2024.267555
NCP05,OUT013,2024.665429
FDZ12,OUT035,2025.413333
FDZ02,OUT018,2025.593223
FDL04,OUT018,2025.612197
NCT29,OUT049,2026.373087
FDO57,OUT013,2027.052271
FDJ07,OUT049,2027.555292
FDQ58,OUT013,2027.715934
NCR17,OUT049,2028.088426
FDR51,OUT035,2028.145281
FDY32,OUT013,2028.468334
FDR15,OUT013,2029.511141
NCZ41,OUT046,2029.534435
FDQ55,OUT049,2029.849543
FDK02,OUT046,2030.913088
FDZ10,OUT045,2031.628639
FDP60,OUT018,2031.836693
FDX48,OUT013,2032.143348
DRQ35,OUT046,2032.221267
DRC13,OUT046,2033.220788
FDX37,OUT018,2033.923403
DRJ01,OUT017,2034.057094
FDP23,OUT010,2034.461672
FDD57,OUT018,2034.598805
FDR51,OUT013,2034.604232
DRC24,OUT013,2034.730937
FDX40,OUT027,2034.930729
FDQ44,OUT049,2035.168664
NCT41,OUT017,2035.398169
FDC35,OUT019,2035.844612
FDJ33,OUT049,2036.156139
FDK27,OUT046,2037.357971
FDL50,OUT046,2037.461857
FDQ57,OUT017,2037.633871
FDF46,OUT049,2038.092436
DRJ01,OUT013,2038.276188
FDU20,OUT046,2038.699831
FDT40,OUT049,2040.83812
NCW17,OUT045,2041.801046
FDT04,OUT027,2044.030735
FDD35,OUT046,2044.454443
FDL15,OUT017,2044.821673
FDP44,OUT018,2046.481783
FDD33,OUT010,2046.968422
FDD35,OUT049,2047.190794
NCJ06,OUT049,2047.37903
FDZ14,OUT049,2047.738652
FDC44,OUT018,2047.999508
FDH17,OUT018,2048.338003
FDF59,OUT046,2048.339012
FDT39,OUT013,2048.684384
FDU52,OUT017,2048.815044
FDN49,OUT027,2049.867541
NCF31,OUT017,2050.198313
NCZ54,OUT013,2051.27094
NCE06,OUT013,2051.792531
FDS48,OUT017,2052.746277
NCT42,OUT017,2052.758607
NCI55,OUT046,2053.23441
FDL16,OUT027,2053.367397
FDN32,OUT019,2053.378303
NCZ30,OUT046,2055.007666
FDU40,OUT019,2055.179376
FDE47,OUT046,2056.074957
DRF15,OUT017,2057.720152
FDE39,OUT049,2057.963664
FDF29,OUT045,2058.928873
DRL11,OUT013,2059.198425
FDK25,OUT013,2059.845495
FDD41,OUT018,2060.443056
NCN41,OUT049,2061.359431
FDK33,OUT010,2061.368994
FDO57,OUT017,2061.823071
DRJ39,OUT010,2062.376345
NCY17,OUT027,2064.095531
FDY08,OUT046,2064.466874
FDA07,OUT046,2064.831136
FDV03,OUT017,2065.163963
NCO41,OUT018,2065.273639
FDC38,OUT046,2065.635565
FDG05,OUT017,2065.674645
NCD30,OUT018,2065.741483
FDY32,OUT017,2066.124524
FDL14,OUT013,2066.237845
FDB03,OUT010,2068.984809
DRL60,OUT017,2069.435197
FDN16,OUT018,2070.126584
NCR42,OUT027,2070.723265
FDT60,OUT049,2070.954934
NCL41,OUT027,2071.892728
FDU31,OUT010,2072.08779
DRK11,OUT017,2072.358664
FDS57,OUT045,2072.808632
NCY54,OUT013,2072.957938
FDL02,OUT018,2074.209263
FDZ12,OUT045,2074.874571
FDV20,OUT046,2076.084304
FDH14,OUT035,2076.211114
FDH12,OUT018,2076.416862
NCV05,OUT013,2078.606518
FDE26,OUT035,2079.323485
FDA23,OUT018,2080.105124
NCR50,OUT017,2080.836588
FDA51,OUT018,2080.856039
FDE59,OUT027,2080.945547
FDW40,OUT045,2082.354201
FDT47,OUT018,2083.413574
FDW33,OUT018,2084.886547
FDG12,OUT046,2085.878372
DRB24,OUT013,2086.659855
FDW20,OUT049,2086.661335
NCC42,OUT035,2087.146758
FDL46,OUT049,2087.479825
DRN35,OUT027,2087.615817
DRM49,OUT027,2087.758366
FDR27,OUT046,2087.907726
FDB11,OUT010,2088.301688
FDA37,OUT049,2091.061874
FDG21,OUT035,2091.243083
NCK06,OUT046,2091.82371
FDC51,OUT046,2092.277746
FDT31,OUT019,2093.27183
FDW23,OUT027,2093.45458
FDL45,OUT046,2093.836306
NCZ41,OUT049,2094.439514
FDU32,OUT049,2097.564178
NCZ29,OUT049,2097.797169
FDX35,OUT010,2098.272332
FDY28,OUT010,2098.680003
FDU44,OUT013,2098.788271
DRK47,OUT010,2099.149519
FDE44,OUT027,2099.165193
DRD27,OUT018,2100.089092
FDL14,OUT017,2100.302653
NCM54,OUT049,2100.335639
FDH05,OUT010,2100.670753
FDC15,OUT035,2100.687835
FDH46,OUT018,2102.077242
FDW36,OUT018,2102.272337
FDL45,OUT049,2102.76831
NCW41,OUT013,2102.982043
NCK06,OUT049,2103.946622
FDR36,OUT027,2104.28876
FDV46,OUT035,2106.529393
FDW20,OUT046,2106.603545
FDQ04,OUT027,2106.890363
FDE10,OUT046,2106.905898
NCB54,OUT046,2107.957128
NCV17,OUT045,2109.718723
NCH55,OUT046,2109.871466
DRG27,OUT027,2111.642462
FDV36,OUT046,2111.68355
FDX19,OUT010,2111.789914
NCZ05,OUT018,2111.968631
NCR05,OUT019,2113.434501
FDM51,OUT018,2114.752641
FDF17,OUT019,2115.24346
NCE06,OUT017,2116.333686
FDB60,OUT019,2117.08973
NCZ54,OUT017,2117.459192
FDR57,OUT013,2117.493235
FDR49,OUT027,2117.685343
FDH24,OUT013,2118.406582
FDN15,OUT035,2118.629396
FDA28,OUT049,2118.788008
NCQ42,OUT046,2118.9348
FDW02,OUT049,2121.122403
FDC45,OUT013,2121.2204
FDQ23,OUT018,2121.821533
FDP12,OUT027,2122.945647
FDH31,OUT018,2123.115245
FDK43,OUT046,2123.151889
FDG53,OUT045,2123.628033
FDZ28,OUT049,2124.258604
NCC31,OUT017,2124.649371
FDH45,OUT027,2125.729916
NCX54,OUT018,2126.669976
FDO48,OUT010,2127.415319
FDE57,OUT035,2127.941323
FDC34,OUT035,2129.253984
DRC13,OUT049,2130.903519
FDM13,OUT046,2131.13859
NCJ18,OUT018,2131.463894
FDL32,OUT018,2132.629226
FDS15,OUT018,2132.634223
FDN21,OUT017,2133.218492
DRL11,OUT017,2133.563386
FDJ10,OUT046,2133.980827
FDP20,OUT049,2136.441627
NCH54,OUT017,2137.243055
FDF20,OUT019,2138.233379
DRG37,OUT017,2138.512981
FDT35,OUT013,2138.519038
FDF28,OUT049,2138.734083
FDV55,OUT035,2138.832932
FDW04,OUT049,2139.128823
FDQ58,OUT017,2139.80735
NCW29,OUT046,2140.582544
FDZ13,OUT027,2141.586933
FDY43,OUT013,2142.025055
FDW21,OUT018,2143.726044
DRJ25,OUT027,2143.995837
FDU59,OUT017,2144.753084
FDM27,OUT035,2145.315624
FDR57,OUT017,2145.427171
FDE22,OUT013,2145.770942
FDB38,OUT013,2145.903538
FDA14,OUT035,2148.062831
FDU10,OUT027,2148.64571
FDV36,OUT049,2148.668009
FDV21,OUT046,2148.775554
NCE43,OUT013,2150.554337
FDY08,OUT049,2150.882921
FDS39,OUT035,2151.400584
DRD24,OUT035,2151.52435
FDY60,OUT035,2152.039824
DRH15,OUT027,2152.171376
FDF44,OUT046,2152.627627
FDF16,OUT035,2153.022678
NCY06,OUT049,2153.4057
NCY54,OUT017,2153.665595
FDD38,OUT018,2155.835821
NCU18,OUT045,2156.384131
FDB38,OUT017,2156.670051
FDU48,OUT046,2158.741756
FDD20,OUT049,2159.61856
FDT58,OUT013,2160.128281
FDF12,OUT035,2160.27601
FDH27,OUT035,2160.36656
FDM40,OUT049,2160.58803
FDL09,OUT017,2162.027017
FDY04,OUT013,2162.184533
FDN44,OUT013,2162.760702
NCF55,OUT027,2163.174154
NCL17,OUT045,2165.07528
FDU57,OUT035,2167.712992
FDR31,OUT035,2168.696109
FDJ21,OUT035,2168.91874
FDM60,OUT027,2169.827396
FDE57,OUT045,2169.871911
FDA22,OUT013,2170.542917
NCC07,OUT018,2170.799786
NCQ41,OUT019,2170.959174
FDD46,OUT035,2171.464777
FDC28,OUT018,2172.678182
FDW03,OUT018,2173.765579
FDZ55,OUT013,2174.099969
FDA02,OUT035,2174.479123
FDC37,OUT018,2175.378825
FDU48,OUT049,2175.410629
NCT53,OUT013,2175.554197
FDD47,OUT017,2176.139757
FDJ52,OUT013,2176.516184
FDW27,OUT035,2177.437214
FDU15,OUT027,2177.580204
FDC15,OUT045,2177.886422
FDY12,OUT027,2178.58386
FDX43,OUT013,2178.684199
FDT02,OUT027,2179.867595
FDE08,OUT035,2179.961924
NCM54,OUT046,2180.2471
FDW27,OUT017,2181.14379
FDZ33,OUT045,2181.170243
FDY43,OUT017,2181.580773
FDV10,OUT027,2181.735499
NCY42,OUT035,2182.404345
FDW12,OUT035,2183.434398
NCD06,OUT027,2183.654047
FDM34,OUT049,2184.678937
FDB41,OUT027,2184.994679
DRD24,OUT045,2185.691862
NCD43,OUT018,2187.215084
FDA22,OUT017,2188.458682
FDM09,OUT013,2189.774105
FDJ40,OUT018,2189.938851
FDV55,OUT045,2190.032881
FDQ03,OUT010,2190.544461
FDS04,OUT049,2190.65186
FDE36,OUT013,2191.711047
DRC49,OUT045,2192.054082
FDH21,OUT017,2193.166376
FDD04,OUT035,2193.432221
NCQ17,OUT035,2194.0249
FDZ01,OUT018,2194.470601
FDU60,OUT013,2194.477313
FDZ59,OUT017,2194.759365
FDG60,OUT010,2195.019122
FDB08,OUT013,2195.257846
DRL23,OUT018,2195.836894
FDF38,OUT027,2196.06431
FDR28,OUT013,2196.340052
NCX53,OUT035,2196.819756
NCC55,OUT027,2196.951756
DRF13,OUT035,2196.957079
NCU29,OUT035,2196.979899
NCG54,OUT013,2198.534309
FDE38,OUT013,2199.957451
FDU47,OUT046,2200.596073
FDK44,OUT013,2201.639749
FDF29,OUT046,2201.817971
NCD31,OUT013,2201.938002
NCK07,OUT013,2202.077567
FDS58,OUT017,2202.155633
FDS34,OUT018,2202.443674
FDU47,OUT049,2204.654888
FDO58,OUT017,2204.975189
FDM13,OUT049,2205.387698
FDJ26,OUT019,2205.414224
NCU30,OUT013,2205.709084
DRG51,OUT013,2207.046977
NCM31,OUT035,2209.633002
FDQ16,OUT018,2211.670544
NCX53,OUT045,2211.693067
DRJ49,OUT046,2212.00269
FDY58,OUT010,2212.484705
FDE22,OUT017,2212.556979
FDM27,OUT045,2213.247553
FDE53,OUT018,2214.316479
DRJ49,OUT049,2214.770654
FDT09,OUT046,2214.882008
FDX45,OUT035,2214.909941
FDQ12,OUT010,2215.867193
FDF57,OUT013,2217.74062
FDV56,OUT018,2218.48271
FDE05,OUT035,2219.147511
NCE55,OUT013,2219.671502
NCW17,OUT049,2221.691117
FDW45,OUT035,2222.171057
FDR51,OUT046,2222.318047
NCJ54,OUT010,2224.352475
DRJ37,OUT035,2224.519808
FDV46,OUT045,2224.676681
NCS05,OUT046,2225.302137
DRG48,OUT035,2225.320578
FDB58,OUT045,2225.486126
DRE12,OUT018,2226.594312
FDT27,OUT010,2227.115073
FDA14,OUT045,2227.246519
FDM09,OUT017,2227.911637
FDF10,OUT046,2228.59734
DRH23,OUT027,2230.080475
FDW58,OUT018,2230.365343
FDS39,OUT045,2230.746516
NCO53,OUT013,2230.954501
FDF46,OUT018,2232.171673
FDL21,OUT027,2232.45768
NCM29,OUT049,2233.282266
NCO26,OUT018,2233.979609
FDY40,OUT027,2234.098336
FDY34,OUT013,2234.510199
DRF23,OUT013,2235.149722
NCT30,OUT027,2235.801752
NCM42,OUT018,2236.359895
FDA31,OUT013,2237.442184
FDR33,OUT018,2237.645965
FDS36,OUT018,2238.145005
FDE24,OUT046,2240.291275
FDF41,OUT010,2241.249409
FDJ09,OUT027,2242.033165
FDV35,OUT045,2242.128992
NCV42,OUT018,2242.32697
NCM19,OUT018,2244.910479
FDQ33,OUT045,2246.675876
FDP40,OUT018,2246.735655
FDV01,OUT035,2248.366323
NCD54,OUT045,2248.5483
FDB23,OUT010,2248.65067
DRI47,OUT045,2250.271644
NCT06,OUT017,2250.678082
NCN42,OUT035,2252.166183
FDT33,OUT013,2255.088236
FDZ57,OUT049,2255.818952
FDG20,OUT013,2256.088598
FDS22,OUT027,2256.464008
FDP34,OUT045,2256.650716
FDH08,OUT010,2256.968988
DRH01,OUT013,2258.212234
FDB10,OUT010,2258.213201
DRG36,OUT017,2258.313818
FDB36,OUT049,2258.386935
FDA03,OUT045,2258.405078
FDZ19,OUT013,2261.002259
FDL44,OUT017,2261.296073
FDQ52,OUT010,2263.881425
FDG14,OUT035,2264.158682
NCR06,OUT027,2265.227162
FDW40,OUT049,2265.427367
FDW57,OUT013,2265.746384
FDE24,OUT049,2266.199386
FDB53,OUT046,2266.206918
NCD07,OUT018,2266.465564
FDQ28,OUT035,2266.475416
FDR31,OUT045,2268.178843
FDE09,OUT018,2268.368984
FDE23,OUT027,2268.53704
FDG57,OUT027,2268.602304
FDN20,OUT013,2268.735833
FDD56,OUT013,2268.925178
FDW35,OUT027,2269.286419
FDO20,OUT010,2269.322601
FDJ03,OUT027,2269.46209
FDE08,OUT045,2270.103354
FDA52,OUT017,2270.4404
DRP47,OUT010,2270.775567
DRI51,OUT013,2272.735489
FDM14,OUT018,2273.044496
FDR46,OUT049,2273.076395
FDY24,OUT027,2273.677745
FDL15,OUT035,2275.014946
NCF31,OUT035,2275.773423
FDW15,OUT045,2276.144017
FDQ60,OUT018,2276.236972
NCM43,OUT017,2276.891007
FDO40,OUT035,2277.274793
FDE38,OUT017,2277.473893
FDU45,OUT018,2277.54593
NCA17,OUT035,2277.796807
FDX15,OUT045,2279.982664
NCB55,OUT027,2280.706749
FDU22,OUT018,2280.984484
NCQ17,OUT045,2282.352776
FDQ14,OUT045,2283.403679
FDV31,OUT013,2283.694951
FDN40,OUT045,2283.80596
FDG46,OUT018,2285.282002
NCU53,OUT017,2286.057
FDI10,OUT017,2287.279923
FDT33,OUT017,2287.5759
FDV03,OUT035,2289.244803
DRF15,OUT035,2289.335835
NCK29,OUT018,2291.459776
FDO40,OUT045,2292.753922
FDQ57,OUT045,2294.153655
FDF22,OUT019,2295.416787
FDX48,OUT035,2296.250178
NCG55,OUT018,2296.768438
FDN01,OUT013,2297.908864
FDX32,OUT046,2299.178187
DRG03,OUT035,2299.796884
FDP19,OUT018,2300.109301
FDW01,OUT045,2300.215505
NCG54,OUT017,2300.568109
FDK57,OUT018,2300.662762
FDG05,OUT035,2300.950914
NCU42,OUT013,2302.896179
NCP06,OUT045,2303.770535
NCM31,OUT049,2304.735491
FDP24,OUT018,2304.853395
FDY32,OUT035,2304.928819
NCL54,OUT013,2305.151064
FDQ25,OUT013,2305.186789
FDQ07,OUT019,2305.280561
NCG30,OUT018,2306.535143
FDO44,OUT018,2307.544467
FDD14,OUT017,2307.960755
DRE03,OUT027,2308.018023
NCF43,OUT046,2309.034963
DRD37,OUT027,2310.684766
NCA18,OUT018,2311.320174
FDK45,OUT018,2311.670413
NCU29,OUT045,2312.120433
FDV31,OUT017,2312.260759
FDR20,OUT027,2312.313565
FDV11,OUT013,2312.547337
FDU23,OUT017,2313.52524
FDS37,OUT018,2314.041423
FDE58,OUT018,2314.937686
FDT59,OUT010,2315.692978
NCF54,OUT013,2315.825392
FDJ02,OUT045,2316.428755
NCQ54,OUT013,2316.573497
NCQ54,OUT017,2316.607049
FDA47,OUT035,2316.661698
FDV24,OUT035,2317.207863
DRC24,OUT035,2317.533582
FDV02,OUT017,2318.070653
FDQ49,OUT035,2318.649434
FDG58,OUT045,2318.793503
NCM26,OUT035,2319.104417
FDE21,OUT018,2319.729756
FDM38,OUT027,2320.803876
FDJ46,OUT013,2321.288113
FDP01,OUT045,2322.056166
FDG53,OUT046,2322.651446
FDC10,OUT018,2324.054364
FDU59,OUT035,2327.184153
FDL51,OUT019,2327.563257
FDM45,OUT018,2329.107837
FDZ56,OUT017,2329.132248
FDE57,OUT046,2329.942446
NCK18,OUT017,2330.275781
FDU52,OUT035,2330.553805
NCN26,OUT018,2331.946839
DRO35,OUT018,2333.257573
FDZ25,OUT017,2334.550537
DRJ37,OUT045,2334.854701
FDX33,OUT045,2335.019933
FDI24,OUT017,2335.191599
FDY34,OUT017,2335.75213
FDZ33,OUT046,2336.817446
DRJ47,OUT017,2337.276833
FDI53,OUT045,2337.456674
FDM33,OUT019,2337.567297
NCT29,OUT018,2337.684777
DRC49,OUT049,2339.288998
DRM35,OUT013,2339.578463
NCA05,OUT045,2340.989409
FDD02,OUT018,2341.10598
FDR48,OUT046,2341.140155
NCJ43,OUT013,2341.286708
FDS55,OUT046,2341.383981
FDY15,OUT046,2341.768484
FDL15,OUT045,2341.814793
FDC52,OUT035,2342.434746
NCN55,OUT010,2342.457536
FDU50,OUT018,2343.343435
DRG03,OUT045,2344.743438
NCR50,OUT035,2344.930552
FDW10,OUT013,2345.265214
FDI32,OUT018,2345.432101
NCU18,OUT049,2345.644465
FDL26,OUT045,2346.397048
DRA12,OUT046,2347.039377
FDV09,OUT045,2348.583147
FDS16,OUT046,2350.56724
FDX47,OUT035,2351.090643
FDI48,OUT027,2352.335273
FDC15,OUT046,2352.460194
FDE34,OUT013,2354.127723
NCL17,OUT049,2355.902078
FDY09,OUT013,2356.425771
DRD01,OUT027,2358.520135
NCX53,OUT046,2359.235165
NCJ05,OUT045,2359.288684
FDH22,OUT018,2359.89847
FDS08,OUT013,2360.767049
FDN01,OUT017,2361.105364
FDJ16,OUT027,2361.358827
FDK32,OUT035,2363.77064
FDX48,OUT045,2364.640027
FDV11,OUT017,2364.743323
FDZ44,OUT018,2364.770013
FDQ10,OUT017,2365.290018
DRA12,OUT049,2366.860202
FDK34,OUT010,2367.660408
NCW54,OUT027,2368.470042
FDE11,OUT017,2369.299974
NCE42,OUT010,2369.795827
FDB58,OUT046,2369.909647
FDS23,OUT018,2370.850037
DRM59,OUT035,2373.07705
FDD46,OUT046,2373.431902
FDV24,OUT046,2373.465563
FDZ27,OUT027,2373.984963
FDN15,OUT046,2374.208485
NCN06,OUT045,2374.448585
FDJ46,OUT017,2375.450372
DRF27,OUT045,2375.613931
NCA53,OUT027,2376.557787
FDU60,OUT017,2376.562924
FDC45,OUT017,2378.600207
NCN29,OUT027,2378.970106
FDT43,OUT027,2379.060634
FDN38,OUT010,2379.205093
FDU03,OUT013,2379.602043
FDM04,OUT027,2381.001817
FDQ28,OUT045,2381.483227
FDS39,OUT046,2382.985101
NCH54,OUT045,2383.024067
NCJ06,OUT018,2383.726379
NCV54,OUT018,2383.806239
NCB06,OUT045,2383.837831
FDT45,OUT027,2384.31716
FDX38,OUT027,2384.587959
FDW47,OUT018,2385.206135
NCO42,OUT046,2385.302583
FDL26,OUT035,2386.361859
FDE39,OUT018,2386.520691
FDF12,OUT049,2386.6429
NCI30,OUT010,2386.717668
FDW39,OUT013,2388.194126
DRF15,OUT045,2388.879138
NCZ54,OUT035,2390.053371
FDS48,OUT045,2391.073495
FDE46,OUT045,2392.221324
FDP03,OUT018,2392.996229
FDU20,OUT018,2393.420046
FDZ15,OUT018,2393.595623
FDK38,OUT046,2394.055255
FDI41,OUT049,2394.431379
FDY37,OUT049,2396.060195
FDR45,OUT010,2396.369423
NCI42,OUT019,2398.548392
FDQ33,OUT046,2399.153268
NCC18,OUT013,2399.259764
NCR50,OUT045,2399.408332
FDB22,OUT046,2399.774808
FDX09,OUT017,2399.813347
FDN25,OUT027,2402.069644
FDX11,OUT017,2404.838521
FDZ09,OUT045,2405.773547
FDA35,OUT018,2406.192888
FDQ25,OUT017,2406.236506
FDJ50,OUT027,2406.337703
DRG39,OUT027,2408.595072
FDZ14,OUT018,2408.938752
FDL14,OUT045,2409.660088
FDW15,OUT046,2409.814609
NCE06,OUT045,2410.491977
NCE07,OUT049,2410.720421
FDL24,OUT017,2410.902272
FDV22,OUT035,2411.466991
FDB39,OUT027,2412.175143
FDG35,OUT013,2412.712461
NCQ17,OUT046,2413.12454
FDN21,OUT045,2413.274796
NCX53,OUT049,2413.374525
FDP32,OUT018,2416.901562
FDC17,OUT019,2417.476773
FDN44,OUT035,2417.543445
FDS39,OUT049,2418.423005
FDU59,OUT045,2418.703627
FDR39,OUT013,2419.794028
FDF53,OUT017,2420.687822
FDO36,OUT017,2420.855944
FDS10,OUT013,2421.320442
DRL59,OUT027,2421.457558
FDE47,OUT018,2423.134666
NCA42,OUT035,2423.937268
FDS08,OUT017,2424.135122
FDT08,OUT046,2424.694986
FDY31,OUT046,2424.699494
FDZ26,OUT019,2424.703651
FDW15,OUT049,2424.927349
FDE05,OUT049,2425.42546
FDX16,OUT049,2425.576048
NCY54,OUT045,2426.564679
FDD35,OUT018,2427.166042
FDK52,OUT019,2428.857263
DRC24,OUT045,2429.56304
FDM20,OUT010,2429.585157
FDU32,OUT018,2430.835427
FDF11,OUT010,2432.82535
FDQ57,OUT046,2433.957018
DRI23,OUT046,2434.68334
FDZ59,OUT035,2434.867935
FDZ50,OUT013,2435.1548
FDP23,OUT019,2435.328399
FDQ14,OUT046,2435.778876
FDR57,OUT045,2436.049351
NCZ30,OUT018,2436.160245
FDG35,OUT017,2437.389854
NCT18,OUT013,2438.568025
FDE08,OUT046,2439.559878
FDG14,OUT046,2439.689853
FDP36,OUT027,2440.059328
FDW34,OUT010,2440.366185
FDC23,OUT013,2441.399453
NCQ30,OUT018,2441.797917
FDT19,OUT017,2442.678022
FDE45,OUT017,2443.084561
FDA38,OUT010,2443.19551
FDB40,OUT046,2443.681915
FDM28,OUT017,2444.164719
FDC20,OUT027,2444.756202
FDC38,OUT018,2446.116151
NCZ29,OUT018,2446.440377
FDY43,OUT035,2446.541642
NCD19,OUT027,2446.559765
FDV32,OUT027,2446.867037
FDH35,OUT035,2447.335756
FDX47,OUT045,2447.515095
FDI35,OUT013,2447.657033
FDM39,OUT017,2447.781875
FDD50,OUT045,2448.082249
FDT10,OUT027,2448.808293
FDR37,OUT017,2448.818752
FDU31,OUT019,2450.512931
FDB02,OUT017,2450.592594
NCS41,OUT013,2450.966029
FDH24,OUT045,2450.983885
FDI26,OUT013,2451.294283
DRL47,OUT018,2452.607948
FDD26,OUT013,2453.437597
FDB58,OUT049,2453.631762
NCS54,OUT017,2454.445842
FDV19,OUT045,2456.665707
FDK32,OUT046,2456.986736
FDO09,OUT010,2457.213349
DRZ24,OUT018,2457.720262
FDR11,OUT046,2457.782942
FDB03,OUT019,2458.377345
NCK06,OUT018,2459.087593
FDU28,OUT013,2459.195235
NCA30,OUT017,2459.197217
FDK56,OUT017,2459.867603
FDA45,OUT017,2460.134105
FDU57,OUT049,2461.000359
FDP33,OUT010,2461.495479
FDW52,OUT035,2462.733118
FDP48,OUT013,2463.529079
FDY27,OUT017,2463.706628
DRJ51,OUT019,2464.198949
FDT19,OUT035,2464.493315
FDL26,OUT046,2464.56259
FDS01,OUT013,2464.78932
NCP43,OUT017,2464.947282
FDW60,OUT017,2465.045668
FDW20,OUT018,2465.087199
DRE37,OUT013,2465.20857
FDU44,OUT045,2465.433606
NCM55,OUT013,2465.741532
FDV01,OUT046,2465.919534
NCC31,OUT045,2466.622925
FDZ10,OUT018,2466.85959
DRM23,OUT045,2468.017769
FDJ08,OUT013,2468.251851
FDI53,OUT046,2468.300386
DRN37,OUT045,2468.527727
FDO13,OUT035,2468.707187
NCI55,OUT018,2468.730677
NCC30,OUT017,2468.73839
NCP43,OUT013,2469.783745
FDM24,OUT049,2470.150226
NCL30,OUT018,2470.376287
FDI15,OUT010,2471.584836
FDZ59,OUT045,2471.870932
FDT35,OUT035,2472.63321
FDN44,OUT045,2473.536328
NCM06,OUT046,2474.801818
FDY60,OUT049,2476.744762
FDX08,OUT013,2476.82974
FDY08,OUT018,2477.300974
FDJ02,OUT046,2477.534597
FDP01,OUT046,2477.550277
FDF28,OUT018,2478.181143
FDT15,OUT013,2478.18647
FDW01,OUT046,2479.063944
FDB21,OUT019,2479.124235
NCN43,OUT018,2479.155856
NCQ29,OUT010,2480.239634
DRJ37,OUT049,2480.529317
FDC51,OUT018,2481.329817
FDZ03,OUT013,2482.749273
FDS60,OUT017,2482.807763
FDX13,OUT010,2482.837786
DRG15,OUT027,2482.88323
NCI06,OUT017,2483.358316
FDK27,OUT018,2484.015807
FDT32,OUT013,2484.388854
FDR16,OUT019,2484.53307
FDA56,OUT018,2485.035696
FDG58,OUT049,2487.840714
FDO28,OUT018,2487.992638
FDE04,OUT017,2488.179922
NCG54,OUT035,2489.060312
FDZ31,OUT013,2489.999057
FDS31,OUT017,2490.765335
NCQ05,OUT046,2491.701919
NCA17,OUT049,2491.878987
FDY39,OUT013,2492.07955
FDA09,OUT013,2493.906192
NCD31,OUT035,2494.091698
FDB08,OUT045,2494.794663
FDQ49,OUT045,2494.872681
FDV36,OUT018,2495.948882
NCU29,OUT049,2496.685799
NCQ17,OUT049,2498.127987
NCP55,OUT027,2498.211103
FDU52,OUT046,2498.29675
NCT53,OUT035,2498.807598
FDM12,OUT013,2498.889841
FDM09,OUT035,2498.974785
NCN42,OUT049,2498.975004
NCX06,OUT013,2500.413378
FDC23,OUT017,2500.53123
FDT39,OUT046,2500.82069
FDN40,OUT049,2502.670033
DRD60,OUT017,2503.002717
FDT58,OUT045,2503.286972
DRH01,OUT035,2503.571533
FDY22,OUT049,2503.724946
FDS02,OUT013,2505.084073
FDC22,OUT017,2505.099724
FDZ03,OUT017,2505.398362
NCV29,OUT017,2505.661249
NCA54,OUT017,2506.087461
FDI35,OUT017,2506.528905
FDF26,OUT046,2506.93542
NCT53,OUT045,2508.000767
FDY39,OUT017,2508.854456
FDL15,OUT046,2509.705205
FDO08,OUT045,2509.907941
NCH07,OUT046,2510.274646
NCT41,OUT049,2510.812392
FDT03,OUT013,2511.718008
FDG14,OUT049,2512.415929
FDY46,OUT013,2512.984817
FDZ31,OUT017,2513.822267
FDD23,OUT013,2514.812184
FDI34,OUT019,2516.359902
NCE55,OUT035,2516.369436
FDK25,OUT046,2516.442675
FDV02,OUT035,2517.267507
FDB38,OUT045,2517.371489
FDQ28,OUT049,2517.816584
FDA19,OUT018,2517.904598
FDV51,OUT035,2518.392485
DRA24,OUT045,2519.152109
NCO53,OUT035,2519.818661
FDG20,OUT035,2520.098715
FDN32,OUT013,2521.38911
FDW04,OUT018,2522.07974
FDM52,OUT049,2522.292749
FDN60,OUT049,2522.776958
FDP52,OUT019,2522.847615
DRJ35,OUT027,2523.913053
FDK50,OUT045,2525.135592
FDR28,OUT045,2525.781909
NCE43,OUT045,2526.319843
FDE38,OUT035,2526.328286
FDY21,OUT017,2526.333222
FDY34,OUT035,2526.668798
NCM26,OUT046,2527.336937
FDW01,OUT049,2528.402133
FDT33,OUT035,2528.540071
FDI10,OUT035,2528.688787
FDK26,OUT013,2529.270567
FDP27,OUT017,2529.903545
FDP01,OUT049,2530.003992
FDX48,OUT046,2530.943269
FDW57,OUT035,2531.324314
